dcterms_extent,dc_format,dc_contributor,dc_subject,dcterms_spatial,dcterms_type,dcterms_temporal,dcterms_isPartOf,fedora_hasParent,fedora_lastModified,dc_title,fedora_createdBy,dcterms_abstract,dc_identifier,dc_type,ldp_contains,fedora_lastModifiedBy,dc_rights,dcterms_created,fedora_writable,fedora_created,files,tamudigital_local/details,dc_description,dc_creator
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Texas A & M University. Corps of Cadets|Military exhibition drill|Special Events,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:43:11.882000+00:00,Corps of Cadets,fedoraAdmin,"The Corps of Cadets stand ready during a drill. A&M's Main Drill Field is a testament to the school's beginnings as a military and academic institution, as well as a symbol of Aggies' service to their state and nation.",0554,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/345/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/345/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998,false,2022-12-21T17:43:11.882000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/345/pages/page_0/files/CVM_0554.jpg,Written on photograph: Copyright 1998-TAMU photographic Services.,,ADS
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Camps|Trucks|Hunting lodges,,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:11:06.697000+00:00,"Hunting, number 03",fedoraAdmin,White truck with grill stand and dog containment on back.,0645,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/428/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/428/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T18:11:06.697000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/428/pages/page_0/files/CVM_0645.jpg,,,
1 color print (photograph); 20X25mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pastures|College buildings|College facilities|Texas A & M University. College of Veterinary Medicine--Buildings|Barns|Large Animal Medicine,College Station|Texas,StillImage,2000s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:47:49.530000+00:00,"New Paddocks and Hay Barn, number 2",fedoraAdmin,New paddocks and hay barn -21 Nov 03.,0389,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/180/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/180/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11-21,false,2022-12-21T16:47:49.530000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/180/pages/page_0/files/CVM_0389.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Animal housing|Texas A & M University. College of Veterinary Medicine--Students|Veterinary students|Stevenson Companion Animal Life-Care Center|Cats|Women veterinary students|Pet medicine|Small Animal Medicine|Harris, Kathleen|Human-animal relationships|Pets",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:45:51.667000+00:00,"Stevenson Center Pet Residents, number 118",fedoraAdmin,"Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes brushes Methuselah"" resident feline.",0363-21,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/119/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/119/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:45:51.667000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/119/pages/page_0/files/CVM_0363-21.jpg,,,
1 black-and -white negative; Print (11X16mm),reformatted digital,Between 1990 and 1995,"Texas A & M University. College of Veterinary Medicine--Students|Gifts|Veterinary students|Texas A & M University. College of Veterinary Medicine--Awards|Upjohn Company|Educational benefactors|Escobar, Rick|Professional associations|Neans, Darrell|Endowments--Program-related investments",College Station|Texas,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:58:54.674000+00:00,Grant From Upjohn,fedoraAdmin,"Rick Escobar (left), of the Upjohn Company, present a five-hundred dollar grant to Darrell Neans (right), the president of the student chapter of the American Veterinary Medical Association.",0420,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/213/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/213/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1980,false,2022-12-21T16:58:54.674000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/213/pages/page_0/files/CVM_0420.jpg,,,
1 black-and-white negative; Kodak Film 5062-5 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Horses|Large Animal Medicine and Surgery|Horses--Equipment and supplies|Horses--Training|Animal immobilization,Texas|College Station,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:22:36.412000+00:00,"Equine Ear Twitch, number 3",fedoraAdmin,Demonstration of mild restraint.,0492,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/283/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/283/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,false,2022-12-21T17:22:36.412000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/283/pages/page_0/files/CVM_0492.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
1 black-and -white print (photograph); 10.5X8mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Robert|Deans (Education)",College Station|Texas,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:48:49.031000+00:00,Robert Playter,fedoraAdmin,"Faculty photo of Robert Playter, who was Associate Dean of Clinical and Outreach Programs.",0106|0392,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/183/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/183/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T16:48:49.031000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/183/pages/page_0/files/CVM_0392.jpg,"Written on photograph: Robert Playter. Faculty photograph. Associate Dean, Clinical and Outreach Programs. Original Medium B&W Neg.",,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Adams, Richard H.|Hunting dogs|Trucks|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Deans (Education)|Hunting|Hunters",,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:15:52.122000+00:00,"Hunting, number 17",fedoraAdmin,Richard Adams and an unidentified man are standing in the front grill stand with a hunting dog. Another man is seen behind them in this frame.,0659,Photographs|Portraits,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/442/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/442/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T18:15:52.122000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/442/pages/page_0/files/CVM_0659.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Animal housing|Texas A & M University. College of Veterinary Medicine--Students|Veterinary students|Stevenson Companion Animal Life-Care Center|Women veterinary students|Small Animal Medicine|Harris, Kathleen|Stevenson Companion Animal Life-Care Center--Employees|Human-animal relationships|Dogs|Pets",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:50:15.423000+00:00,"Stevenson Center Pet Residents, number 132",fedoraAdmin,"Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-14,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/133/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/133/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:50:15.423000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/133/pages/page_0/files/CVM_0364-14.jpg,,,
1 color negative; 5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Dogs on television|Amputees|Dogs|Mischief (Dog)|Miniature schnauzer,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:19:56.113000+00:00,"Canine Amputee, number 3",fedoraAdmin,"Mischief, the four-year-old miniature schnauzer, was featured on the first ""The Doc Is In"" segment on television, after having his leg amputated at the Texas A&M University College of Veterinary Medicine. ""The Doc Is In"" was a segment of the Public Broadcasting Service program, ""Cure and Caring,"" that featured the College of Veterinary Medicine. It first aired during the latter's second season in 1999 and was hosted by Dr. Dawn Boothe. This segment featured actual medical cases and discussed how the animals were treated. The show was broadcast from the studios of KAMU at Texas A&M and was produced by TeleVentures Productions.",0671,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/454/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/454/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,false,2022-12-21T18:19:56.113000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/454/pages/page_0/files/CVM_0671.jpg,,,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Playter, Robert--Anniversaries, etc.|Special Events|College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Calliham, Melvin Ray|Deans (Education)--Retirement|Retirement|Ophthalmologists--Retirement",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:31:30.906000+00:00,"Playter Retirement, number 10",fedoraAdmin,Dr. Melvin Ray Calliham speaks at the podium.,0519,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/310/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/310/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:31:30.906000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/310/pages/page_0/files/CVM_0519.jpg,,Photograph taken during June 1999.,
1 color print (photograph); 10X15mm; poor quality,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Animal health|Military education|Texas A & M University. Corps of Cadets|Cavalry horses|Human-animal relationships|Animal feeding|Cavalry drill and tactics|Horses|Parsons Mounted Cavalry,College Station|Texas,StillImage,2000s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:21:36.670000+00:00,"Cadet and Horse, number 3",fedoraAdmin,A cadet and a horse share apple.,0489,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/280/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/280/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 2000 and 2007,false,2022-12-21T17:21:36.670000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/280/pages/page_0/files/CVM_0489.jpg,,,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Robert|Deans (Education)--Retirement|Retirement|Ophthalmologists--Retirement|Playter, Robert--Anniversaries, etc.|Special Events|College administrators--Retirement",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:35:30.333000+00:00,"Playter Retirement, number 22",fedoraAdmin,Dr. Robert Playter Speaks at podium.,0531,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/322/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/322/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:35:30.333000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/322/pages/page_0/files/CVM_0531.jpg,,Photograph taken during June 1999.,
1 color negative; Kodak 800 film-4 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Special Events|Womack, James E.--Anniversaries, etc.|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Texas A & M University. College of Veterinary Medicine--Employees|Parties",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:04:19.524000+00:00,"Womack Reception, number 39",fedoraAdmin,Room full of attendees for Dr. James Womack's reception.,0625,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/408/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/408/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,false,2022-12-21T18:04:19.524000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/408/pages/page_0/files/CVM_0625.jpg,Written on photograph: Roll 2 frame 4,,
1 black-and-white negative; Kodak Film 5062-5 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Horses|Large Animal Medicine and Surgery|Appaloosa horse|Human-animal relationships,College Station|Texas,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:26:51.116000+00:00,"Appaloosa, number 08",fedoraAdmin,A woman with a horse.,0505,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/296/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/296/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,false,2022-12-21T17:26:51.116000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/296/pages/page_0/files/CVM_0505.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Deans (Education)|Hunters|Adams, Richard H.|Trucks|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty",,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:13:09.359000+00:00,"Hunting, number 09",fedoraAdmin,Three men stand behind the cab of a white truck. Man on the right is Richard Adams.,0651,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/434/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/434/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T18:13:09.359000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/434/pages/page_0/files/CVM_0651.jpg,,,
