dc_type,fedora_lastModifiedBy,dc_rights,dc_identifier,dc_title,tamudigital_local/details,dcterms_type,dc_relation,fedora_writable,fedora_lastModified,fedora_createdBy,dc_subject,dcterms_extent,fedora_hasParent,fedora_created,dcterms_medium,ldp_contains,dc_format,files,dcterms_spatial,dc_creator,dcterms_created,dc_contributor
Random marbled papers|art reproduction|marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,5006-003,Berger-Cloonan #5006-003,Surface application; Marbled; W2.D9.F1; Slight metallic sheen; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed; Not stamped; Minor wear on edges and corners,StillImage,,false,2022-06-13T21:09:55.042000+00:00,fedoraAdmin,Marbled papers,"1 sheet of gold, white and light red marbled paper; 20.00 x 25.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:09:55.042000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/6/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/6/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/6/pages/page_0/files/05006-003.jpg,France,,19th century,
art reproduction|agate marbled paper|Stone marbled papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11751,Berger-Cloonan #11751,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Not stamped; Creased; torn; wrinkled; white adhesive remnants on verso; badly stained and discolored on verso; abrasion on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:16:22.403000+00:00,fedoraAdmin,Marbled papers,"1 sheet of blue, black, red, orange, white and cream marbled paper; 7.50 x 8.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:16:22.403000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/243/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/243/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/243/pages/page_0/files/11751.jpg,,,,
nonpareil marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11652,Berger-Cloonan #11652,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.e; Not signed; Not stamped; Wrinkled; stained on verso; remnants of adhesive and piece of paper with text printed in black ink on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:42.357000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, green, yellow and white marbled paper; 7.00 x 9.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:42.357000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/144/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/144/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/144/pages/page_0/files/11652.jpg,,,,
Stone marbled papers|endpapers|art reproduction|agate marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8180,Berger-Cloonan #8180,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Muted pastel colors; [written in pencil on verso]: ""C P. MC 1 of 1/52""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed; Not stamped; Not stickered; Not embossed; Staining on recto; creased; faded on recto; yellowed binding edge",StillImage,,false,2022-06-13T21:10:22.092000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of light pink, light gray and white marbled paper; 8.50 x 11.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:10:22.092000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/24/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/24/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/24/pages/page_0/files/08180.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13090,Berger-Cloonan #13090,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Curled and torn binding edge; wrinkled; stained on verso; faded on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:19:04.989000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:19:04.989000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/339/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/339/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/339/pages/page_0/files/13090.jpg,,,,
marbled paper|endpapers|Random marbled papers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8372,Berger-Cloonan #8372,Distribution of fibers; Surface application; Laid Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed; Not stamped; Stained on recto and verso; creased; binding edge,StillImage,,false,2022-06-13T21:12:16.484000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),1 sheet of red and white marbled paper; 5.00 x 8.00 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:16.484000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/93/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/93/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/93/pages/page_0/files/08372.jpg,,,,
curl marbled paper|Dutch marbled paper|art reproduction|French snail marbled papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11702,Berger-Cloonan #11702,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; wrinkled; torn; holes; torn edges; stained and discolored on verso; repair piece on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:05.232000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 8.00 x 12.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:05.232000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/194/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/194/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/194/pages/page_0/files/11702.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13081,Berger-Cloonan #13081,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; large French snail pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Torn; cut binding edge; wrinkled; stained on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:50.987000+00:00,fedoraAdmin,Marbled papers,"1 sheet of purple, blue, green, orange and white marbled paper; 7.75 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:50.987000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/330/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/330/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/330/pages/page_0/files/13081.jpg,,,,
art reproduction|Combed marbled papers|marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11731,Berger-Cloonan #11731,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; light weight paper; loose, almost abstract pattern; [written in red pencil and crossed out in blue pencil on verso]: ""1745""; [written in blue pencil on verso]: ""2488""; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1; Not signed; Not stamped; Wrinkled; curled and torn binding edge; spot stains on verso; abrasion along corner edge on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:50.271000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, green, yellow and white marbled paper; 8.50 x 11.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:50.271000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/223/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/223/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/223/pages/page_0/files/11731.jpg,,,,
curl marbled paper|art reproduction|French snail marbled papers|Dutch marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11632,Berger-Cloonan #11632,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish on recto; open area or void in French snail pattern; thin, light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; wrinkled; torn; faded; curled and torn binding edge; stained on verso; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:08.583000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 9.50 x 15.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:08.583000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/124/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/124/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/124/pages/page_0/files/11632.jpg,,,,
endpapers|art reproduction|decorated papers|Printed papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8392,Berger-Cloonan #8392,Surface application; Printed; C2.B4; Previously used as an endpaper in a bookbinding; Printed reproduction of moiré random marbling; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed; Not stamped; Rough binding edge; brittle edges; several tiny tears; large chunk torn from one edge,StillImage,,false,2022-06-13T21:12:34.288000+00:00,fedoraAdmin,Marbling (Bookbinding)|Decorative paper,1 sheet of tan and white printed paper; 8.50 x 11.25 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:34.288000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/105/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/105/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/105/pages/page_0/files/08392.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13070,Berger-Cloonan #13070,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; hole; torn binding edge; white area on recto; stained on verso; black mark on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:31.853000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 9.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:31.853000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/319/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/319/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/319/pages/page_0/files/13070.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11682,Berger-Cloonan #11682,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; loose French snail pattern; white areas or voids on recto; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; torn; stained on recto and verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:14:32.024000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.25 x 10.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:14:32.024000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/174/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/174/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/174/pages/page_0/files/11682.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13061,Berger-Cloonan #13061,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-glossy finish on recto; loose snail pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased and wrinkled; torn and worn binding edge; spot stain on verso; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:18.266000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 10.00 x 15.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:18.266000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/310/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/310/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/310/pages/page_0/files/13061.jpg,,,,
